UtilityName,StateName,CountyName,CityName,AvgCustomersTracked,MaxCustomersOut,CustomerHoursOutTotal,CustomerHoursTrackedTotal,RecordYear,RecordMonth
Central Maine Power,Maine,Cumberland,Gorham,7162,10259,93852.85,5156639.69,2017,11
Versant Power,Maine,Unknown,"T2, R4, 6,7,8",57,75,202.5,41040.0,2018,11
Central Maine Power,Maine,Piscataquis,China,1,2,8.0,700.15,2021,3
Central Maine Power,Maine,Kennebec,Mt Vernon,1381,2337,7899.79,1027971.02,2022,7
Central Maine Power,Maine,Franklin,Temple,332,1338,19731.13,247255.48,2020,12
Versant Power,Maine,Hancock,Blue Hill,2484,3232,23032.95,1848095.93,2019,10
Versant Power,Maine,Penobscot,Carmel,40,41,20.64,29816.82,2020,12
Versant Power,Maine,Aroostook,E Twp,60,61,0.2,40813.47,2023,2
Central Maine Power,Maine,Piscataquis,Sebec,18,76,509.14,12960.0,2019,11
Central Maine Power,Maine,Somerset,Moscow,375,633,9544.04,279260.0,2017,10
Versant Power,Maine,Hancock,Eastbrook,500,951,1234.5,360000.0,2019,4
Central Maine Power,Maine,Somerset,Long Pond,95,381,602.44,68400.0,2019,9
Central Maine Power,Maine,Franklin,Weld,615,1302,7922.28,457676.29,2021,3
Central Maine Power,Maine,Lincoln,Westport,619,656,9223.48,445980.99,2019,11
Central Maine Power,Maine,Penobscot,Exeter,24,25,88.86,18182.16,2020,8
Central Maine Power,Maine,Waldo,Morrill,469,472,2470.09,337680.0,2020,9
Central Maine Power,Maine,Lincoln,South Bristol,1145,3391,39956.67,851880.0,2017,10
Versant Power,Maine,Aroostook,Woodland,27,95,47.08,11421.02,2018,5
Versant Power,Maine,Unknown,Ashville,6259,13275,97836.97,4643190.9,2017,3
Versant Power,Maine,Hancock,Fletchers Landing Twp,23,29,145.08,17112.0,2019,10
Eastern Maine Power Cooperative,Maine,Washington,Meddybemps,105,276,593.79,79223.34,2022,12
Versant Power,Maine,Hancock,Great Pond,56,112,266.75,40468.65,2018,6
Versant Power,Maine,Hancock,Stonington,1228,1912,730.67,854688.0,2020,2
Central Maine Power,Maine,Lincoln,Westport,624,1967,27775.78,449765.81,2020,4
Versant Power,Maine,Washington,Lubec,1288,1321,7020.53,958271.98,2018,10
Central Maine Power,Maine,Somerset,Caratunk Plantation,176,178,416.5,131071.98,2020,7
Central Maine Power,Maine,Somerset,Long Pond,86,258,659.77,61920.0,2021,4
Versant Power,Maine,Hancock,Ellsworth,2420,2730,2153.2,1800479.92,2019,7
Central Maine Power,Maine,Somerset,Norridgewock,1745,3118,43240.57,1298783.16,2020,12
Central Maine Power,Maine,Somerset,Starks,313,351,1383.68,233475.68,2023,3
Versant Power,Maine,Penobscot,Exeter,510,533,639.21,379440.0,2020,3
Central Maine Power,Maine,Cumberland,Pownal,838,1305,1164.88,624122.65,2022,8
Versant Power,Maine,Hancock,Waltham,234,458,395.43,174506.63,2022,8
Central Maine Power,Maine,Oxford,Riley,1,4,52.5,744.0,2021,3
Central Maine Power,Maine,Oxford,Turner,3,5,7.63,2232.0,2022,8
Versant Power,Maine,Hancock,Deer Isle,1823,7895,27606.19,1356538.58,2018,10
Versant Power,Maine,Piscataquis,T4 R9 Nwp,3,6,50.49,2232.0,2021,3
Versant Power,Maine,Hancock,Deer Isle,1830,1992,3082.6,1229759.98,2019,2
Versant Power,Maine,Unknown,E Plantation,56,212,602.83,41664.0,2017,10
Versant Power,Maine,Unknown,Long A Twp,5080,7766,18916.9,3704794.73,2016,12
Central Maine Power,Maine,Androscoggin,Livermore,1346,1449,1951.1,994099.73,2023,5
Central Maine Power,Maine,Waldo,Liberty,852,1299,12936.27,633946.03,2022,12
Central Maine Power,Maine,Androscoggin,Durham,1863,2975,22771.05,1386502.9,2020,12
Central Maine Power,Maine,Somerset,West Forks Plantation,129,134,0.77,95536.32,2023,8
Versant Power,Maine,Aroostook,Garfield Plt,63,189,311.36,45360.0,2022,4
Versant Power,Maine,Washington,Eastport,1246,2018,3724.25,897283.97,2019,11
Versant Power,Maine,Hancock,Sorrento,335,672,336.54,241793.66,2019,6
Versant Power,Maine,Aroostook,T11 R4 Wels,128,129,809.53,92160.0,2020,9
Versant Power,Maine,Hancock,Mount Desert,9,68,70.0,5596.33,2017,8
Versant Power,Maine,Penobscot,Seboeis Plt,53,114,311.49,39563.14,2018,8
Versant Power,Maine,Hancock,Sorrento,352,404,5422.26,261373.0,2023,5
Central Maine Power,Maine,Somerset,Tomhegan,238,476,770.46,177072.0,2022,1
Versant Power,Maine,Penobscot,Enfield,910,1609,8268.25,655530.13,2020,4
Central Maine Power,Maine,Waldo,Liberty,790,2540,32144.34,568799.99,2017,11
Versant Power,Maine,Unknown,Masardis,5087,5578,10939.34,3784727.88,2017,1
Versant Power,Maine,Unknown,Ta R7 Wels,15,434,10416.0,11160.0,2017,12
Versant Power,Maine,Hancock,Fletchers Landing Twp,73,194,1345.09,52625.71,2020,4
Versant Power,Maine,Unknown,Garfield,3538,6820,7573.36,2587506.32,2016,12
Central Maine Power,Maine,Oxford,Peru,1031,1062,2706.9,742565.49,2020,6
Central Maine Power,Maine,Franklin,Jim Pond,3,6,123.5,2232.0,2017,10
Versant Power,Maine,Washington,Cutler,440,877,629.34,316936.63,2020,6
Versant Power,Maine,Penobscot,Grindstone Twp,51,100,20.31,36539.93,2023,6
Eastern Maine Power Cooperative,Maine,Washington,Charlotte,852,1334,11894.15,612644.98,2022,4
Versant Power,Maine,Aroostook,Eagle Lake,766,1251,2091.77,569904.0,2018,10
Versant Power,Maine,Hancock,East Blue Hill,67,279,2539.66,48438.0,2017,11
Central Maine Power,Maine,Penobscot,Plymouth,693,1509,23952.66,515592.0,2017,10
Central Maine Power,Maine,Knox,Friendship,977,2373,23802.46,727221.36,2023,3
Versant Power,Maine,Penobscot,Lee,303,587,2477.83,201241.34,2017,8
Versant Power,Maine,Aroostook,T28 Md Bpp,22,44,183.2,16228.98,2022,9
Eastern Maine Power Cooperative,Maine,Washington,Topsfield,40,156,2664.61,29760.0,2022,12
Central Maine Power,Maine,Hancock,Verona,323,681,8915.56,240314.33,2017,10
Eastern Maine Power Cooperative,Maine,Aroostook,Unknown,2788,7867,26193.58,2008935.37,2018,11
Central Maine Power,Maine,Oxford,Adamstown,69,207,115.0,51336.0,2018,7
Versant Power,Maine,Aroostook,Wallagrass,371,739,2951.37,276609.29,2022,12
Versant Power,Maine,Aroostook,Perham,208,578,6634.81,150677.67,2019,11
Versant Power,Maine,Washington,Woodland,53,339,116.16,37347.68,2018,5
Central Maine Power,Maine,Kennebec,Fairfield,3,6,102.48,2232.0,2022,12
Versant Power,Maine,Aroostook,Allagash,277,546,818.94,186144.0,2019,2
Central Maine Power,Maine,Cumberland,Ripley,1,2,3.81,720.0,2021,11
Central Maine Power,Maine,Franklin,Phillips,709,2616,20522.38,528024.15,2021,3
Versant Power,Maine,Hancock,Amherst,164,321,557.42,122163.99,2020,8
Central Maine Power,Maine,Somerset,Pleasant Ridge Plantation,65,70,58.37,46800.0,2021,6
Versant Power,Maine,Penobscot,Holden,1835,3981,66865.45,1321611.74,2019,11
Central Maine Power,Maine,Sagadahoc,Bowdoinham,1858,2092,2674.47,1382422.3,2019,5
Versant Power,Maine,Piscataquis,T4 R9 Nwp,3,6,0.0,2222.15,2023,5
Versant Power,Maine,Unknown,Beals Island,10,433,482.62,3116.85,2018,11
Central Maine Power,Maine,Somerset,Dennistown Plantation,22,60,720.38,15840.0,2019,11
Central Maine Power,Maine,Sagadahoc,Richmond,1666,3291,58903.98,1239508.65,2017,10
Central Maine Power,Maine,York,Acton,2455,4301,8284.48,1767666.16,2021,4
Versant Power,Maine,Hancock,Sorrento,332,779,2331.06,247008.0,2018,10
Versant Power,Maine,Hancock,West Tremont,222,434,429.17,159840.0,2017,11
Versant Power,Maine,Washington,Columbia,212,213,71.4,158042.73,2019,3
Versant Power,Maine,Penobscot,Orono,13,31,32.83,6441.0,2017,8
Versant Power,Maine,Hancock,Winter Harbor,607,622,1101.12,451608.0,2021,8
Versant Power,Maine,Hancock,Castine,1,3,2.9,737.39,2023,8
Versant Power,Maine,Unknown,Williamsburg Twp,3,81,105.33,2223.67,2017,9
Versant Power,Maine,Unknown,Berry Twp,16926,17113,20882.75,2974265.27,2016,12
Versant Power,Maine,Hancock,Bernard,175,196,590.67,111455.0,2017,8
Versant Power,Maine,Penobscot,Greenfield Twp,161,799,1141.6,120434.52,2022,3
Central Maine Power,Maine,Knox,Washington,976,1058,11604.13,726589.65,2023,3
Versant Power,Maine,Aroostook,T17 R3 Wels,138,148,339.8,102672.0,2020,8
Central Maine Power,Maine,Piscataquis,Garland,1,2,5.5,720.0,2021,6
Versant Power,Maine,Hancock,Great Pond,66,67,6.63,49008.7,2023,8
Central Maine Power,Maine,Piscataquis,Blanchard Plantation,115,182,236.73,83089.61,2021,9
Versant Power,Maine,Hancock,Fletchers Landing Twp,20,560,13440.0,13440.0,2018,2
Versant Power,Maine,Aroostook,Mapleton,9,19,29.0,6404.34,2017,8
Versant Power,Maine,Penobscot,Alton,421,543,1029.43,313709.6,2021,5
Central Maine Power,Maine,Oxford,Buckfield,1083,4212,50309.17,780220.99,2020,4
Versant Power,Maine,Aroostook,T16 R6 Wels,1,3,4.02,744.0,2020,10
Central Maine Power,Maine,Knox,Friendship,966,2681,32513.63,718703.99,2019,10
Versant Power,Maine,Piscataquis,Barnard Twp,36,59,75.65,26862.0,2018,1
Versant Power,Maine,Hancock,Gouldsboro,23,58,125.53,8329.0,2017,8
Versant Power,Maine,Penobscot,Glenburn,2022,3664,50812.14,1455839.9,2017,11
Central Maine Power,Maine,Androscoggin,Minot,1278,3688,51557.02,950831.94,2022,12
Versant Power,Maine,Penobscot,Dexter,42,168,1509.34,30240.0,2019,11
Central Maine Power,Maine,Franklin,Wilton,2310,3747,10286.41,1719303.26,2020,10
Central Maine Power,Maine,Piscataquis,Frenchtown,119,120,44.72,88567.64,2023,5
Central Maine Power,Maine,Lincoln,South Bristol,1182,1435,3623.42,851275.03,2022,11
Central Maine Power,Maine,Oxford,Stow,223,424,2484.75,165912.0,2018,1
Versant Power,Maine,Hancock,Deer Isle,1813,4527,52194.36,1305359.88,2017,11
Eastern Maine Power Cooperative,Maine,Washington,Robbinston,129,999,997.47,94556.04,2022,8
Central Maine Power,Maine,Penobscot,Hampden,22,32,35.81,15840.0,2021,6
Versant Power,Maine,Aroostook,Fort Fairfield,1755,2726,18302.4,1263823.47,2018,11
Central Maine Power,Maine,Somerset,Tomhegan,178,688,1308.3,132432.0,2018,10
Central Maine Power,Maine,Oxford,Stow,261,286,44.95,193818.71,2023,7
Central Maine Power,Maine,Somerset,Misery Gore,10,24,81.02,7200.0,2018,9
Central Maine Power,Maine,Sagadahoc,Phippsburg,2020,6824,37740.85,1454556.83,2018,9
Versant Power,Maine,Unknown,T1 R9 Wels,337,552,1927.99,251156.65,2020,3
Central Maine Power,Maine,Waldo,Prospect,384,391,518.9,286198.42,2021,8
Versant Power,Maine,Unknown,"T17, R3, 12",765,4154,99696.0,569160.0,2017,12
Central Maine Power,Maine,Franklin,Washington Twp,19,40,85.89,14871.08,2023,1
Central Maine Power,Maine,Waldo,Morrill,470,648,7174.28,338581.98,2019,11
Central Maine Power,Maine,Sagadahoc,Georgetown,1219,1221,3062.37,906979.47,2021,5
Central Maine Power,Maine,Waldo,Thorndike,416,662,842.61,299937.66,2018,6
Central Maine Power,Maine,Sagadahoc,Georgetown,1188,4207,63829.83,855360.0,2017,11
Central Maine Power,Maine,Waldo,Searsmont,853,890,1969.16,573521.68,2018,2
Versant Power,Maine,Aroostook,Castle Hill,240,492,463.56,178560.0,2018,5
Central Maine Power,Maine,Franklin,Chesterville,826,891,8668.67,614543.99,2019,10
Central Maine Power,Maine,Piscataquis,Parkman,484,572,1280.13,360304.67,2018,5
Central Maine Power,Maine,Waldo,Monroe,550,780,7141.83,396245.33,2018,11
Central Maine Power,Maine,Waldo,Searsport,1876,1887,652.54,1396063.75,2022,3
Central Maine Power,Maine,Oxford,Sweden,390,1181,21455.29,290819.18,2020,12
Central Maine Power,Maine,Cumberland,Windham,9798,11469,12632.48,7054712.04,2022,9
Central Maine Power,Maine,Cumberland,Casco,3073,3327,3088.35,2212935.73,2021,4
Central Maine Power,Maine,Oxford,Roxbury,458,671,6819.22,341251.65,2019,10
Versant Power,Maine,Penobscot,Newburgh,777,866,2269.08,578211.99,2023,3
Versant Power,Maine,Unknown,Hancock Point,33,66,11.0,23760.0,2019,6
Central Maine Power,Maine,Lincoln,Edgecomb,965,1233,1136.88,694993.16,2021,6
Versant Power,Maine,Unknown,Somesville,368,1090,7058.63,264960.0,2019,11
Central Maine Power,Maine,Oxford,Sweden,382,871,13292.34,284208.0,2017,10
Central Maine Power,Maine,Androscoggin,Hartford,1,2,3.01,720.0,2021,11
Central Maine Power,Maine,Sagadahoc,Georgetown,1244,5485,69943.98,926200.58,2022,12
Versant Power,Maine,Aroostook,Littleton,391,878,2214.48,281520.0,2018,11
Central Maine Power,Maine,Oxford,Hebron,551,1550,17505.11,396720.0,2020,4
Central Maine Power,Maine,Somerset,Embden,956,1745,4259.74,711457.51,2018,8
Versant Power,Maine,Unknown,Oxbow Plantation,71,210,496.18,52824.0,2018,5
Central Maine Power,Maine,Oxford,Porter,936,960,290.3,674256.91,2022,6
Central Maine Power,Maine,Sagadahoc,Georgetown,1203,2973,47112.29,895105.81,2019,10
Central Maine Power,Maine,York,Newfield,1271,1500,3016.4,915119.97,2019,11
Central Maine Power,Maine,Oxford,Lower Cupsuptic,13,65,149.73,9672.0,2021,12
Central Maine Power,Maine,Somerset,Bigelow,1,2,0.67,720.0,2022,11
Central Maine Power,Maine,York,Parsonsfield,1345,1723,1416.27,1000914.36,2022,5
Central Maine Power,Maine,Franklin,Canton,1,2,1.51,744.0,2021,1
Versant Power,Maine,Hancock,Northeast Harbor,3,6,9.66,2243.6,2017,8
Versant Power,Maine,Aroostook,Eagle Lake,783,1567,6279.81,583101.53,2022,12
Versant Power,Maine,Penobscot,Passadumkeag,18,147,1837.33,13792.33,2017,10
Versant Power,Maine,Penobscot,Alton,417,514,872.33,310684.13,2020,7
Versant Power,Maine,Aroostook,Portage Lake,546,1098,2720.11,393666.85,2022,4
Eastern Maine Power Cooperative,Maine,Aroostook,Oakfield,124,240,89.72,91185.47,2021,12
Central Maine Power,Maine,Waldo,Montville,596,669,6733.66,443776.34,2022,12
Central Maine Power,Maine,Piscataquis,Frenchtown,103,414,1223.76,74160.0,2018,11
Central Maine Power,Maine,Oxford,Lower Cupsuptic,8,176,3902.67,5760.0,2017,11
Versant Power,Maine,Unknown,"T2, R4, 6,7,8",57,240,5760.0,41040.0,2017,11
Central Maine Power,Maine,Hancock,Orland,1545,2084,11322.08,1149850.95,2019,1
Central Maine Power,Maine,Waldo,Montville,583,2277,33190.09,419760.0,2017,11
Versant Power,Maine,Hancock,Great Pond,66,198,431.32,44352.0,2022,2
Central Maine Power,Maine,Franklin,Weld,607,2136,26535.27,437040.0,2018,11
Central Maine Power,Maine,Somerset,Starks,298,310,1804.74,221712.0,2021,3
Central Maine Power,Maine,Oxford,Denmark,1248,2759,28742.25,898559.96,2018,11
Versant Power,Maine,Penobscot,T4 Indian Purchase Twp,257,834,7643.49,191208.0,2020,10
Versant Power,Maine,Penobscot,T3 Indian Purchase Twp,148,269,1523.3,110776.96,2021,3
Central Maine Power,Maine,York,Buxton,3903,8079,147193.49,2903389.58,2017,10
Central Maine Power,Maine,Kennebec,Pittston,1456,1536,8484.16,1048637.04,2020,9
Central Maine Power,Maine,Somerset,Caratunk Plantation,180,451,1679.86,133920.0,2022,5
Versant Power,Maine,Hancock,T10 Sd Bpp,65,66,308.02,48707.16,2020,8
Central Maine Power,Maine,Oxford,Andover North Surplus,2,3,8.5,1563.66,2018,7
Central Maine Power,Maine,Franklin,Fayette,1,2,2.34,672.0,2022,2
Central Maine Power,Maine,Franklin,Eustis,906,1076,913.42,674041.94,2022,7
Versant Power,Maine,Unknown,T10 Sd,17,63,0.0,12362.99,2019,8
Versant Power,Maine,Penobscot,Veazie,980,1975,13856.54,548048.49,2023,9
Versant Power,Maine,Aroostook,Crystal,108,220,63.99,80352.0,2018,10
Central Maine Power,Maine,Franklin,Weld,609,1655,32246.15,438480.0,2020,4
Versant Power,Maine,Unknown,Williamsburg Twp,6238,39131,239464.73,4481905.8,2016,12
Versant Power,Maine,Penobscot,Seboeis Plt,56,163,2206.99,32026.92,2023,9
Central Maine Power,Maine,Franklin,Rangeley Plantation,568,671,149.07,409089.16,2020,11
Central Maine Power,Maine,Somerset,Solon,699,2603,45162.6,503279.99,2020,4
Versant Power,Maine,Penobscot,Clifton,549,637,0.57,395058.2,2023,7
Versant Power,Maine,Aroostook,T1 R8 Wels,32,51,131.63,17650.03,2023,9
Versant Power,Maine,Unknown,T17 R5,301,302,909.16,223944.0,2017,10
Central Maine Power,Maine,Somerset,Smithfield,787,1584,26006.17,585553.67,2017,10
Versant Power,Maine,Hancock,Prospect Harbor,245,355,2702.9,182280.0,2019,10
Versant Power,Maine,Penobscot,Corinth,1391,1392,3478.72,1034904.0,2019,1
Versant Power,Maine,Piscataquis,Medford,164,270,393.38,122016.0,2020,7
Central Maine Power,Maine,Somerset,Athens,593,2078,32163.63,427010.82,2020,4
Versant Power,Maine,Penobscot,Mattamiscontis Twp,38,88,73.98,25536.0,2021,2
Central Maine Power,Maine,Penobscot,Dexter,2268,6664,113926.93,1633123.58,2020,4
Versant Power,Maine,Washington,Cherryfield,807,2337,19412.34,600636.54,2022,12
Central Maine Power,Maine,Sagadahoc,Gardiner,5,6,12.97,4012.97,2022,6
Central Maine Power,Maine,Franklin,Rangeley Plantation,595,921,1718.45,428420.32,2023,4
Versant Power,Maine,Aroostook,Oxbow North Twp,73,149,257.62,54312.0,2022,7
Central Maine Power,Maine,York,Limerick,1773,2681,40454.33,1319427.64,2017,10
Central Maine Power,Maine,Somerset,Attean,1,2,1.67,720.0,2020,11
Eastern Maine Power Cooperative,Maine,Aroostook,Weston,924,2835,10465.13,688166.72,2022,12
Central Maine Power,Maine,York,Parsonsfield,1348,5844,22885.13,1003324.4,2022,7
Central Maine Power,Maine,Penobscot,Exeter,24,68,761.91,17937.51,2019,11
Central Maine Power,Maine,Sagadahoc,Bowdoinham,1801,3627,67219.82,1339953.32,2017,10
Versant Power,Maine,Hancock,Seal Cove,334,701,3882.68,248496.0,2018,3
Central Maine Power,Maine,Oxford,Brownfield,1145,3805,67399.91,852590.21,2022,12
Central Maine Power,Maine,Androscoggin,Minot,1249,1988,3714.05,929481.48,2020,7
Central Maine Power,Maine,Franklin,Salem,184,571,1870.33,137529.5,2018,1
Central Maine Power,Maine,Franklin,New Sharon,864,905,1033.71,581256.18,2023,2
Eastern Maine Power Cooperative,Maine,Washington,Codyville Plantation,98,217,0.0,72341.76,2023,8
Central Maine Power,Maine,Somerset,Moscow,392,441,4497.6,282240.0,2019,11
Versant Power,Maine,Unknown,Cyr Plantation,57,62,123.82,42778.33,2018,10
Central Maine Power,Maine,Cumberland,New Gloucester,2945,4912,6650.34,2120638.49,2021,6
Versant Power,Maine,Piscataquis,Williamsburg Twp,52,83,235.42,38688.0,2020,3
Central Maine Power,Maine,Waldo,Frankfort,735,743,399.61,547141.51,2020,7
Central Maine Power,Maine,Oxford,Sumner,579,672,1941.8,430969.99,2019,7
Versant Power,Maine,Piscataquis,Ebeemee Twp,183,338,512.86,134806.79,2023,7
Versant Power,Maine,Washington,Milbridge,1113,1428,4305.05,828587.33,2020,12
Central Maine Power,Maine,Franklin,New Sharon,862,1556,6863.34,641896.8,2022,12
Central Maine Power,Maine,Oxford,Denmark,1261,2817,21895.06,938405.28,2020,8
Central Maine Power,Maine,Somerset,Palmyra,1107,1378,17627.25,823611.32,2020,12
Central Maine Power,Maine,Franklin,Weld,628,637,1063.08,467287.64,2022,8
Versant Power,Maine,Unknown,T3 Indian Purchase,308,365,1056.7,221845.01,2019,11
Versant Power,Maine,Piscataquis,Williamsburg Twp,59,74,45.53,43541.48,2023,7
Versant Power,Maine,Unknown,T7 Sd,6681,10881,96610.03,4972778.13,2017,3
Central Maine Power,Maine,Piscataquis,Frenchtown,117,585,8650.21,87009.1,2022,12
Central Maine Power,Maine,Piscataquis,Lily Bay,114,459,1926.92,84816.0,2021,3
Versant Power,Maine,Penobscot,Lowell,239,486,1294.43,172080.0,2017,11
Central Maine Power,Maine,Cumberland,Durham,2,6,71.7,1488.0,2022,12
Versant Power,Maine,Penobscot,Corinna,17,34,45.47,12240.0,2019,9
Central Maine Power,Maine,Penobscot,Jackson,3,5,6.84,2092.55,2022,12
Versant Power,Maine,Hancock,Stonington,1228,1826,13701.89,884159.99,2019,11
Central Maine Power,Maine,York,Newfield,1334,1399,19968.55,992495.97,2023,3
Central Maine Power,Maine,Somerset,Taunton & Raynham Academy Grant,584,1191,3080.13,420480.0,2018,9
Central Maine Power,Maine,Somerset,Long Pond,89,271,1452.3,66857.31,2022,12
Versant Power,Maine,Piscataquis,Derby,93,100,88.05,69343.33,2018,8
Versant Power,Maine,Penobscot,Glenburn,2022,2126,8189.14,1504367.96,2017,12
Central Maine Power,Maine,Somerset,Brassua,1,4,60.07,744.0,2020,12
Central Maine Power,Maine,Androscoggin,Fryeburg,1,2,3.66,744.0,2021,8
Central Maine Power,Maine,Lincoln,Dresden,995,1093,759.09,695000.75,2023,7
Versant Power,Maine,Unknown,T1 R9 Wels,5186,7170,6086.97,3855244.88,2017,3
Central Maine Power,Maine,York,Shapleigh,2392,4793,62145.71,1779647.49,2020,12
Central Maine Power,Maine,Knox,Owls Head,1278,1912,18822.78,951572.61,2020,12
Central Maine Power,Maine,Sagadahoc,Arrowsic,304,329,1095.99,226293.84,2020,8
Versant Power,Maine,Unknown,Newburgh,3390,35204,305207.67,1658161.12,2016,12
Central Maine Power,Maine,Kennebec,Mt Vernon,1355,2077,3064.03,975954.91,2021,4
Central Maine Power,Maine,Oxford,Magalloway Plantation,76,228,228.5,56544.0,2022,7
Eastern Maine Power Cooperative,Maine,Washington,Grand Lake Stream,382,461,51.42,289035.04,2021,9
Central Maine Power,Maine,Oxford,West Paris,958,1777,32505.63,690263.95,2020,4
Central Maine Power,Maine,Penobscot,Plymouth,704,1362,2880.13,524036.9,2020,5
Versant Power,Maine,Penobscot,Greenbush,547,1789,6691.6,393840.0,2018,11
Versant Power,Maine,Penobscot,Bradford,627,3983,52393.86,451887.45,2020,4
Versant Power,Maine,Penobscot,Greenfield Twp,143,146,142.43,107029.3,2019,7
Central Maine Power,Maine,Lincoln,Alna,427,556,5244.73,227840.05,2023,9
Central Maine Power,Maine,Kennebec,Winthrop,3842,4303,10061.33,2858685.83,2021,10
Versant Power,Maine,Unknown,Grand Falls Twp,3,17,0.0,2300.78,2020,4
Versant Power,Maine,Aroostook,Hamlin,106,109,141.47,78864.0,2018,5
Central Maine Power,Maine,Waldo,Morrill,482,779,952.25,357123.4,2023,5
Versant Power,Maine,Hancock,Franklin,991,1406,5047.09,738846.41,2018,10
